vendor_id,vendor_name,vendor_type,tax_id,country_code,currency_code,payment_terms_code,payment_method_code,vendor_status,remit_address_line1,remit_city,remit_state,remit_zip,credit_limit,is_1099_vendor,created_date,inactivated_date,primary_contact_name,primary_contact_email
V0131,Star Manufacturing Co.,UTILITY,12-9425786,US,USD,NET30,ACH,ACTIVE,4048 Oak Way,San Antonio,TX,33496,6605.25,False,2019-01-30,,Dorothy Martinez,d.martinez@star.com
V0132,Star Management Group,SUPPLIER,44-7658817,US,USD,1_10_NET60,BILLPAY,ACTIVE,619 Main Dr,San Diego,CA,63218,129171.87,False,2020-07-14,,Karen Garcia,k.garcia@star.com
V0133,Pioneer Properties PLC,CONTRACTOR,TIN160252954,NL,EUR,NET30,CHECK,ACTIVE,5527 First St,City-NL,,,190569.03,True,2018-12-05,,Ashley Ramirez,a.ramirez@pioneer.com
V0134,Star Capital Ltd.,SUPPLIER,37-8977571,US,USD,1_10_NET30,CREDIT_CARD,ACTIVE,356 Oak Way,Springfield,IN,19744,286119.83,False,2018-05-15,,Elizabeth Lee,e.lee@star.com
V0135,Empire Resources LLC,SUPPLIER,48-3725462,US,USD,EOM,PAYPAL,ON_HOLD,1384 First Blvd,Springfield,OH,84277,449297.63,False,2021-09-20,,Matthew Rodriguez,m.rodriguez@empire.com
V0136,Century Enterprises LP,CONTRACTOR,TIN349262723,JP,JPY,NET45,ACH,ACTIVE,4578 Commerce Dr,City-JP,,,171033.75,True,2022-06-13,,Christopher Johnson,c.johnson@century.com
V0137,Sierra Labs Group,SUPPLIER,80-7298619,US,USD,NET10,PAYPAL,ACTIVE,1444 Elm Ave,Springfield,MO,99088,388362.03,False,2021-04-24,,Jessica Jones,j.jones@sierra.com
V0138,Pioneer Group LP,GOVT,50-7051545,US,USD,NET45,CHECK,INACTIVE,3170 Park Dr,Denver,CO,10680,42392.57,False,2021-01-09,2022-02-02,William Garcia,w.garcia@pioneer.com
V0139,Sun Utilities LP,SUPPLIER,23-1440601,US,USD,1_10_NET60,WIRE,ACTIVE,4881 Park Dr,San Diego,CA,82642,303041.46,False,2021-08-21,,Matthew Smith,m.smith@sun.com
V0140,Crest Logistics Corp.,GOVT,97-7387623,US,USD,NET45,CHECK,ACTIVE,4621 Park Blvd,Tampa,FL,45247,54381.15,False,2018-09-17,,David Ramirez,d.ramirez@crest.com
V0141,Sapphire Contractors Group,SUPPLIER,42-5137094,US,USD,2_10_NET30,VCARD,ACTIVE,5543 Commerce Way,Springfield,VA,87831,62416.46,False,2021-06-01,,James Sanchez,j.sanchez@sapphire.com
V0142,Pioneer Partners PLC,UTILITY,TIN459420281,IL,ILS,NET30,ACH,ACTIVE,9983 Second Ave,City-IL,,,11459.24,False,2019-07-12,,Karen Lee,k.lee@pioneer.com
V0143,Sapphire Operations Corp.,SUPPLIER,60-6354241,US,USD,NET60,VCARD,ACTIVE,9338 Oak Way,Springfield,MA,85481,194267.10,False,2022-05-29,,Nancy Davis,n.davis@sapphire.com
V0144,Sterling Industries Inc.,SUPPLIER,69-4517316,US,USD,EOM,PAYPAL,ACTIVE,2625 Second Dr,Durham,NC,19064,254658.58,False,2021-05-25,,Jessica Taylor,j.taylor@sterling.com
V0145,Pioneer Contractors PLC,SUPPLIER,86-9040224,US,USD,1_10_NET30,PAYPAL,ACTIVE,1492 Main Ave,Springfield,OH,80040,28014.93,False,2022-01-12,,Paul Hill,p.hill@pioneer.com
V0146,Westside Power Corp.,SUPPLIER,92-1743175,US,USD,NET10,PAYPAL,ACTIVE,8599 First Way,Springfield,OH,53463,15168.41,False,2020-11-25,,Joseph Allen,j.allen@westside.com
V0147,Tech Labs PLC,SUPPLIER,TIN501707828,CA,CAD,2_10_NET30,PAYPAL,ACTIVE,502 Park St,City-CA,,,388447.69,False,2023-08-12,,Barbara Thompson,b.thompson@tech.com
V0148,Metro Services LLC,SUPPLIER,TIN224628497,SE,SEK,NET60,CHECK,ACTIVE,8012 Elm Dr,City-SE,,,162826.27,False,2023-02-09,,Susan King,s.king@metro.com
V0149,Delta Staffing PLC,SUPPLIER,TIN442426442,BR,BRL,NET45,WIRE,ACTIVE,1891 Second Ave,City-BR,,,31894.70,False,2019-04-17,,Mary Perez,m.perez@delta.com
V0150,Integrated Ventures Corp.,UTILITY,TIN692609167,CH,CHF,NET30,ACH,ACTIVE,6736 Second Ave,City-CH,,,7402.04,False,2022-10-13,,Sandra Anderson,s.anderson@integrated.com
V0151,Global Solutions LP,SUPPLIER,13-4310554,US,USD,NET30_EOM,ACH,ACTIVE,1767 Commerce Way,Greensboro,NC,60965,115250.09,False,2021-02-14,,Robert Torres,r.torres@global.com
V0152,Global Products Group,SUPPLIER,35-8676422,US,USD,1_10_NET30,BILLPAY,ACTIVE,6531 First St,Colorado Springs,CO,97910,483299.04,False,2021-07-07,,Kenneth Harris,k.harris@global.com
V0153,Pacific Power PLC,SUPPLIER,89-3894531,US,USD,EOM,WIRE,ACTIVE,2016 Oak Blvd,Springfield,TN,90541,75634.41,False,2019-04-28,,Jessica Martin,j.martin@pacific.com
V0154,Empire Utilities LP,CONTRACTOR,TIN549080818,JP,JPY,NET30,CHECK,ACTIVE,8904 Second Ave,City-JP,,,164961.21,True,2022-09-29,,Elizabeth Young,e.young@empire.com
V0155,Sun Holdings PLC,SUPPLIER,46-3353785,US,USD,NET60,ACH,ACTIVE,6390 First Way,Orlando,FL,69113,476402.56,False,2023-06-08,,William Gonzalez,w.gonzalez@sun.com
V0156,Vision Telecom LP,CONTRACTOR,97-9249791,US,USD,NET30,ACH,ACTIVE,4603 Oak Way,Springfield,MO,74054,163079.56,True,2020-06-22,,Charles Williams,c.williams@vision.com
V0157,Meridian Holdings PLC,CONTRACTOR,82-9309978,US,USD,NET45,ACH,ACTIVE,7331 First Ave,New York,NY,85066,205022.61,True,2022-02-11,,Paul Williams,p.williams@meridian.com
V0158,Quality Enterprises Ltd.,CONTRACTOR,TIN419662531,DE,EUR,NET45,ACH,ACTIVE,3982 Oak Way,City-DE,,,102563.04,True,2018-12-23,,Mark Davis,m.davis@quality.com
V0159,Pacific Solutions Corp.,SUPPLIER,88-3335975,US,USD,1_10_NET30,ZELLE,INACTIVE,9483 Elm Way,Savannah,GA,17780,147731.66,False,2019-11-21,2022-03-12,Charles Jackson,c.jackson@pacific.com
V0160,Delta Facilities LP,INTERCOMPANY,17-5652716,US,USD,NET30,WIRE,ON_HOLD,8119 Oak Way,Springfield,PA,27392,874515.86,False,2021-08-12,,Jessica Sanchez,j.sanchez@delta.com
V0161,Valley Manufacturing LP,INTERCOMPANY,58-8583162,US,USD,NET30,WIRE,ACTIVE,8096 Elm Way,San Francisco,CA,62802,1273420.21,False,2021-02-13,,Nancy Robinson,n.robinson@valley.com
V0162,Apex Dynamics PLC,CONTRACTOR,91-7009980,US,USD,NET30,WIRE,INACTIVE,9568 Oak Way,San Jose,CA,38551,148942.99,True,2021-08-15,2023-09-14,Lisa Scott,l.scott@apex.com
V0163,Sierra Partners Inc.,SUPPLIER,15-2670586,US,USD,NET15,WIRE,ACTIVE,2261 Second Blvd,Springfield,PA,12134,226230.11,False,2018-01-03,,Margaret Gonzalez,m.gonzalez@sierra.com
V0164,Excel Manufacturing LLC,SUPPLIER,TIN802858478,AU,AUD,NET45,ZELLE,INACTIVE,3936 Park St,City-AU,,,50386.06,False,2019-11-09,2020-08-21,Betty Martin,b.martin@excel.com
V0165,Delta Analytics Ltd.,CONTRACTOR,71-2307594,US,USD,NET45,CHECK,ACTIVE,2265 Park St,Springfield,CT,78084,51857.39,True,2021-11-08,,Linda Ramirez,l.ramirez@delta.com
V0166,Horizon Properties LLC,UTILITY,23-2731434,US,USD,NET30,ACH,ON_HOLD,8791 First St,Springfield,MD,49223,7056.94,False,2019-06-30,,Barbara Jones,b.jones@horizon.com
V0167,Universal Holdings PLC,SUPPLIER,54-4574477,US,USD,NET30,BILLPAY,ACTIVE,9759 Second Dr,Springfield,PA,63963,52477.14,False,2019-02-16,,William Davis,w.davis@universal.com
V0168,Pacific Solutions Group,SUPPLIER,27-5157165,US,USD,NET30_EOM,CREDIT_CARD,ACTIVE,8448 Oak Dr,Springfield,IN,42527,23143.96,False,2021-05-20,,Susan King,s.king@pacific.com
V0169,Metro Consulting Ltd.,SUPPLIER,73-7474085,US,USD,1_10_NET30,WIRE,ACTIVE,2262 Park Way,Boulder,CO,75481,445475.02,False,2018-02-19,,Nancy Lee,n.lee@metro.com
V0170,Pulse Products Corp.,INTERCOMPANY,70-2224599,US,USD,NET30,WIRE,ACTIVE,8400 Elm Way,Springfield,AL,11807,893277.92,False,2018-06-13,,Patricia Sanchez,p.sanchez@pulse.com
V0171,Pulse Solutions LP,SUPPLIER,TIN188506190,FR,EUR,NET45,CHECK,ACTIVE,2645 First Blvd,City-FR,,,50962.57,False,2018-11-20,,Steven Wilson,s.wilson@pulse.com
V0172,Premier Contractors Co.,UTILITY,TIN850197517,BR,BRL,NET30,ACH,ACTIVE,1512 Park St,City-BR,,,11562.29,False,2020-09-04,,Patricia Thomas,p.thomas@premier.com
V0173,River Consulting Co.,SUPPLIER,95-3946849,US,USD,NET15,ACH,ACTIVE,4347 Oak Blvd,Denver,CO,27984,253242.34,False,2021-11-21,,Dorothy King,d.king@river.com
V0174,East Manufacturing LLC,SUPPLIER,13-6620552,US,USD,NET45,WIRE,ON_HOLD,8468 Elm St,Springfield,MO,78662,359038.39,False,2018-11-12,,Ashley Robinson,a.robinson@east.com
V0175,Silver Holdings Group,SUPPLIER,30-5280137,US,USD,NET30,WIRE,INACTIVE,853 Park Blvd,Seattle,WA,85223,372982.18,False,2018-01-11,2019-01-06,James Thomas,j.thomas@silver.com
V0176,Platform Group Corp.,UTILITY,14-8035849,US,USD,NET30,ACH,ACTIVE,9464 Elm St,Rockford,IL,42540,11243.85,False,2021-08-03,,Sarah Jones,s.jones@platform.com
V0177,Sky Consulting Corp.,SUPPLIER,TIN339643129,NZ,NZD,NET90,ACH,ACTIVE,5462 Main Way,City-NZ,,,43773.95,False,2023-03-21,,Charles Martin,c.martin@sky.com
V0178,River Analytics Group,CONTRACTOR,35-5892153,US,USD,NET45,ACH,ON_HOLD,4116 Oak St,Springfield,OH,91620,123654.73,True,2023-07-14,,Richard Wright,r.wright@river.com
V0179,Pro Associates Ltd.,CONTRACTOR,79-6812025,US,USD,NET60,ACH,ACTIVE,8780 Oak Dr,Springfield,PA,53911,125254.97,True,2021-06-13,,Michael Wilson,m.wilson@pro.com
V0180,Sierra Consulting Corp.,SUPPLIER,45-2560728,US,USD,NET30_EOM,PAYPAL,ACTIVE,1665 First Ave,Springfield,AZ,78125,448833.19,False,2023-02-21,,Jennifer Nguyen,j.nguyen@sierra.com
V0181,Vector Resources LLC,SUPPLIER,TIN735543236,FR,EUR,NET90,ACH,ACTIVE,4376 Commerce Blvd,City-FR,,,334597.52,False,2019-06-20,,Jessica Jackson,j.jackson@vector.com
V0182,Premier Operations Group,SUPPLIER,67-5562662,US,USD,1_10_NET60,CHECK,ACTIVE,7735 Elm Dr,Chicago,IL,36569,63396.69,False,2019-03-09,,David Lewis,d.lewis@premier.com
V0183,Eagle Power Ltd.,SUPPLIER,TIN585242269,CA,CAD,2_10_NET30,CREDIT_CARD,ACTIVE,5084 Commerce Way,City-CA,,,139853.88,False,2019-05-07,,Jennifer Hernandez,j.hernandez@eagle.com
V0184,Cedar Innovations Group,SUPPLIER,TIN259261469,GB,GBP,NET30_EOM,WIRE,ACTIVE,902 Second Blvd,City-GB,,,131627.21,False,2021-12-28,,Betty Allen,b.allen@cedar.com
V0185,Liberty Industries Inc.,SUPPLIER,61-8586676,US,USD,NET10,BILLPAY,ACTIVE,1110 Commerce Ave,Buffalo,NY,22415,403909.41,False,2019-07-27,,Linda Smith,l.smith@liberty.com
V0186,East Infrastructure LP,SUPPLIER,57-2409947,US,USD,NET10,ACH,ACTIVE,5532 Main St,Springfield,OH,19828,106897.66,False,2022-12-22,,William Garcia,w.garcia@east.com
V0187,Rock Consulting Corp.,CONTRACTOR,83-8267158,US,USD,NET45,ACH,ACTIVE,3166 Elm Blvd,Springfield,VA,75028,186642.58,True,2019-12-09,,Daniel Wilson,d.wilson@rock.com
V0188,Ridge Group Inc.,SUPPLIER,TIN759391912,FR,EUR,EOM,VCARD,ACTIVE,1099 Main Blvd,City-FR,,,154601.53,False,2022-08-15,,Kimberly Walker,k.walker@ridge.com
V0189,Platform Facilities LP,SUPPLIER,35-9821696,US,USD,2_10_NET30,ZELLE,ACTIVE,8331 Elm Dr,Chicago,IL,60134,276813.72,False,2023-06-09,,Daniel Torres,d.torres@platform.com
V0190,Lincoln Industries Inc.,UTILITY,50-4674549,US,USD,NET30,ACH,INACTIVE,3913 Oak St,Springfield,AL,17679,17129.81,False,2023-04-17,2025-04-08,Daniel Nguyen,d.nguyen@lincoln.com
V0191,Integrated Logistics Co.,UTILITY,78-1937991,US,USD,NET30,ACH,ACTIVE,2985 Oak Way,Tacoma,WA,85457,17697.58,False,2022-05-10,,Daniel Lopez,d.lopez@integrated.com
V0192,National Power Inc.,SUPPLIER,99-6900247,US,USD,2_10_NET30,VCARD,ON_HOLD,1578 Main Ave,Springfield,OH,83807,275641.05,False,2019-12-21,,Ashley Williams,a.williams@national.com
V0193,United Labs Inc.,SUPPLIER,77-9019324,US,USD,NET15,VCARD,ACTIVE,459 Oak Way,Springfield,AL,90495,176971.93,False,2019-12-28,,Christopher Brown,c.brown@united.com
V0194,Empire Equipment Group,GOVT,19-7267813,US,USD,NET45,ACH,ACTIVE,8082 Second Blvd,San Antonio,TX,86810,37158.86,False,2019-07-13,,David Ramirez,d.ramirez@empire.com
V0195,Frontier Power Ltd.,SUPPLIER,TIN814609188,DE,EUR,NET90,CHECK,ACTIVE,129 Second Way,City-DE,,,160343.38,False,2021-04-21,,William Lopez,w.lopez@frontier.com
V0196,Premier Capital Corp.,UTILITY,87-6338793,US,USD,NET30,ACH,ACTIVE,1374 Oak Blvd,Springfield,OR,93839,13483.25,False,2023-07-26,,Barbara Perez,b.perez@premier.com
V0197,National Holdings LLC,GOVT,95-6632941,US,USD,NET30,ACH,ON_HOLD,120 Main Dr,Charlotte,NC,44761,72385.85,False,2021-12-06,,Thomas Miller,t.miller@national.com
V0198,Red Services Corp.,GOVT,62-9272543,US,USD,NET30,CHECK,ACTIVE,1307 Commerce St,Springfield,MN,81568,84592.63,False,2020-07-12,,David Lewis,d.lewis@red.com
V0199,Metro Associates Group,CONTRACTOR,43-2756994,US,USD,NET30,WIRE,ACTIVE,8009 Second St,San Diego,CA,32296,196397.02,True,2019-01-17,,Lisa Hill,l.hill@metro.com
V0200,Rapid Holdings LP,SUPPLIER,30-1898516,US,USD,NET90,VCARD,INACTIVE,3991 Main St,Colorado Springs,CO,36941,351626.38,False,2020-12-22,2025-03-03,Charles Martin,c.martin@rapid.com
