invoice_id,vendor_id,invoice_number,invoice_date,received_date,due_date,gl_account_id,cost_center_id,currency_code,invoice_amount,invoice_amount_usd,fx_rate,tax_amount,discount_amount,payment_terms_code,invoice_status,description,po_number,approved_by,approved_date,created_at,updated_at
INV000196,V0053,V0053-34612,2025-05-16,2025-05-17,2025-06-15,6002,CC112,USD,13441.66,13253.45,0.985998,0.00,0.00,NET30,VOID,Subscription renewal - annual,PO67164,g.brown@company.com,2025-05-23,2025-05-17 07:12:10,2025-05-23 11:08:01
INV000197,V0091,V0091-87333,2025-02-01,2025-02-02,2025-03-03,6012,CC110,USD,4574.50,4659.36,1.018551,0.00,0.00,NET30,OPEN,Utilities - February,PO18333,g.brown@company.com,2025-02-05,2025-02-02 17:42:56,2025-02-05 08:25:53
INV000198,V0047,V0047-31938,2022-08-18,2022-08-22,2022-09-17,6016,CC112,USD,110429.85,110526.81,1.000878,0.00,0.00,NET30_EOM,OPEN,Equipment lease payment,,d.johnson@company.com,2022-08-27,2022-08-22 08:49:51,2022-08-27 12:21:53
INV000199,V0126,V0126-99090,2023-04-29,2023-05-02,2023-06-13,5006,CC112,USD,21962.06,21676.68,0.987006,0.00,0.00,NET45,PAID,Temporary staffing services,PO79922,f.williams@company.com,2023-05-08,2023-05-02 08:20:34,2023-05-08 13:30:43
INV000200,V0091,V0091-19993,2024-01-14,2024-01-17,2024-02-13,6015,CC400,USD,21357.84,20948.69,0.980843,0.00,0.00,NET30,PARTIAL,Staffing services - contract labor,PO60422,e.garcia@company.com,2024-01-23,2024-01-17 18:23:57,2024-01-23 17:07:34
INV000201,V0142,V0142-51917,2022-01-17,2022-01-20,2022-02-16,6025,CC300,ILS,3457.98,939.94,0.271818,0.00,0.00,NET30,PAID,Marketing services - January campaign,,c.smith@company.com,2022-01-24,2022-01-20 17:20:56,2022-01-24 17:26:50
INV000202,V0027,V0027-65447,2024-08-22,2024-08-27,2024-10-06,6003,CC401,USD,1070.65,1079.96,1.008695,0.00,0.00,NET45,PAID,Office supplies and materials,PO56118,g.brown@company.com,2024-09-01,2024-08-27 18:52:35,2024-09-01 18:20:29
INV000203,V0018,V0018-85066,2023-01-12,2023-01-17,2023-02-11,6004,CC200,KRW,326.26,0.24,0.000735,0.00,0.00,NET30,OPEN,Hardware equipment purchase,PO77681,c.smith@company.com,2023-01-24,2023-01-17 16:43:26,2023-01-24 12:28:30
INV000204,V0046,V0046-35167,2022-12-22,2022-12-27,2023-02-20,6010,CC401,USD,1856.53,1878.77,1.011981,0.00,0.00,NET60,PAID,Shipping and logistics,,d.johnson@company.com,2022-12-28,2022-12-27 07:59:35,2022-12-28 17:39:40
INV000205,V0029,V0029-61610,2023-02-11,2023-02-13,2023-05-12,6015,CC201,USD,60222.52,59137.97,0.981991,0.00,0.00,NET90,PARTIAL,Cloud infrastructure services,,c.smith@company.com,2023-02-18,2023-02-13 08:00:45,2023-02-18 15:27:49
INV000206,V0117,V0117-89291,2024-10-09,2024-10-09,2024-11-08,5006,CC210,USD,2500.30,2469.35,0.987622,0.00,0.00,NET30,PARTIAL,Equipment lease payment,PO66532,d.johnson@company.com,2024-10-14,2024-10-09 10:52:18,2024-10-14 18:43:12
INV000207,V0131,V0131-20129,2022-02-28,2022-03-02,2022-03-30,1201,CC211,USD,2993.63,3007.72,1.004707,205.01,0.00,NET30,PAID,Cloud infrastructure services,PO27459,f.williams@company.com,2022-03-08,2022-03-02 13:43:13,2022-03-08 18:24:45
INV000208,V0189,V0189-34584,2022-05-30,2022-05-30,2022-06-29,6009,CC110,USD,16822.82,16710.36,0.993315,0.00,336.46,2_10_NET30,OPEN,Monthly software license fee,PO91219,g.brown@company.com,2022-06-02,2022-05-30 13:42:23,2022-06-02 09:57:35
INV000209,V0059,V0059-35116,2022-12-14,2022-12-18,2023-02-12,6006,CC401,USD,8938.39,9073.50,1.015116,588.73,89.38,1_10_NET60,PAID,Consulting fees - December project,PO51060,a.chen@company.com,2022-12-20,2022-12-18 14:55:53,2022-12-20 11:47:23
INV000210,V0073,V0073-35500,2025-06-09,2025-06-11,2025-07-09,6007,CC501,CAD,23786.11,17878.19,0.751623,0.00,237.86,1_10_NET30,PAID,Security services - June,,h.davis@company.com,2025-06-12,2025-06-11 10:09:03,2025-06-12 10:11:02
INV000211,V0053,V0053-93531,2024-08-14,2024-08-17,2024-09-13,5001,CC700,USD,64005.90,62830.24,0.981632,5469.40,0.00,NET30,PAID,Subscription renewal - annual,PO29405,b.patel@company.com,2024-08-20,2024-08-17 08:13:55,2024-08-20 11:11:53
INV000212,V0161,V0161-36755,2025-02-27,2025-03-04,2025-03-29,6010,CC910,USD,10506.45,10715.74,1.019920,0.00,0.00,NET30,PAID,Training and development services,,d.johnson@company.com,2025-03-11,2025-03-04 14:43:06,2025-03-11 12:01:18
INV000213,V0042,V0042-52664,2024-02-05,2024-02-09,2024-03-06,6025,CC112,USD,131.40,133.17,1.013479,7.10,0.00,NET30,PAID,Subscription renewal - annual,PO45300,a.chen@company.com,2024-02-12,2024-02-09 07:41:39,2024-02-12 14:20:46
INV000214,V0146,V0146-17950,2023-03-09,2023-03-09,2023-03-19,6020,CC400,USD,3669.61,3643.65,0.992927,196.46,0.00,NET10,OPEN,Cloud infrastructure services,PO33332,d.johnson@company.com,2023-03-16,2023-03-09 13:05:01,2023-03-16 10:10:24
INV000215,V0092,V0092-85825,2022-11-12,2022-11-12,2023-01-11,5009,CC501,DKK,16101.63,2364.89,0.146873,0.00,0.00,NET60,PAID,Legal services - November retainer,PO58163,d.johnson@company.com,2022-11-16,2022-11-12 14:56:24,2022-11-16 14:17:36
INV000216,V0031,V0031-56382,2024-01-25,2024-01-29,2024-02-09,5004,CC501,USD,45094.03,44359.81,0.983718,0.00,0.00,NET15,PAID,Consulting fees - January project,,b.patel@company.com,2024-02-01,2024-01-29 14:27:05,2024-02-01 14:19:09
INV000217,V0176,V0176-40375,2023-05-25,2023-05-29,2023-06-24,6003,CC910,USD,148.53,145.84,0.981909,0.00,0.00,NET30,PAID,Janitorial and facilities services,PO22384,h.davis@company.com,2023-06-04,2023-05-29 18:36:52,2023-06-04 11:22:16
INV000218,V0157,V0157-3132,2022-08-22,2022-08-27,2022-10-06,6013,CC201,USD,11836.98,11972.48,1.011447,618.64,0.00,NET45,PAID,Telecommunications services,PO69637,h.davis@company.com,2022-09-01,2022-08-27 11:21:58,2022-09-01 09:13:11
INV000219,V0193,V0193-34989,2022-08-06,2022-08-09,2022-08-21,6008,CC100,USD,936.78,932.84,0.995797,77.56,0.00,NET15,PAID,Shipping and logistics,,h.davis@company.com,2022-08-12,2022-08-09 16:52:39,2022-08-12 12:44:43
INV000220,V0173,V0173-52773,2023-09-12,2023-09-12,2023-09-27,5002,CC100,USD,105848.11,104538.98,0.987632,0.00,0.00,NET15,OPEN,Monthly software license fee,PO95016,c.smith@company.com,2023-09-18,2023-09-12 10:27:53,2023-09-18 17:54:50
INV000221,V0029,V0029-40441,2024-08-07,2024-08-08,2024-11-05,6005,CC100,USD,145481.51,143249.53,0.984658,12648.03,0.00,NET90,PAID,Equipment lease payment,PO68918,d.johnson@company.com,2024-08-10,2024-08-08 11:36:53,2024-08-10 13:03:21
INV000222,V0139,V0139-55484,2024-10-12,2024-10-17,2024-12-11,6010,CC900,USD,2456.54,2505.57,1.019961,171.92,24.57,1_10_NET60,OPEN,Staffing services - contract labor,,a.chen@company.com,2024-10-21,2024-10-17 16:20:35,2024-10-21 08:17:57
INV000223,V0150,V0150-16327,2024-10-10,2024-10-14,2024-11-09,7000,CC402,CHF,759.22,848.57,1.117685,0.00,0.00,NET30,OPEN,Equipment lease payment,PO40422,d.johnson@company.com,2024-10-19,2024-10-14 17:21:58,2024-10-19 16:54:53
INV000224,V0148,V0148-18191,2023-08-24,2023-08-29,2023-10-23,6015,CC501,SEK,69954.75,6805.13,0.097279,6067.12,0.00,NET60,ON_HOLD,Maintenance and support contract,PO47022,b.patel@company.com,2023-09-04,2023-08-29 14:08:11,2023-09-04 10:10:38
INV000225,V0133,V0133-65713,2023-09-14,2023-09-15,2023-10-14,5005,CC110,EUR,3221.91,3565.58,1.106668,0.00,0.00,NET30,PAID,Maintenance and support contract,,a.chen@company.com,2023-09-22,2023-09-15 08:21:27,2023-09-22 08:39:14
INV000226,V0074,V0074-64748,2023-06-13,2023-06-15,2023-07-28,6018,CC110,ILS,50969.39,14116.48,0.276960,0.00,0.00,NET45,PAID,Professional services - Q2 engagement,,h.davis@company.com,2023-06-22,2023-06-15 14:53:48,2023-06-22 08:06:50
INV000227,V0034,V0034-74724,2022-03-27,2022-03-31,2022-04-26,5001,CC112,USD,151224.47,153467.89,1.014835,0.00,0.00,NET30,PARTIAL,Subscription renewal - annual,,h.davis@company.com,2022-04-06,2022-03-31 08:09:41,2022-04-06 12:21:52
INV000228,V0066,V0066-58554,2024-05-01,2024-05-01,2024-06-30,5007,CC700,USD,44035.13,43755.64,0.993653,0.00,0.00,NET60,OPEN,Training and development services,PO97162,d.johnson@company.com,2024-05-03,2024-05-01 15:26:50,2024-05-03 10:08:51
INV000229,V0131,V0131-61129,2024-11-23,2024-11-28,2024-12-23,6001,CC100,USD,1869.54,1865.25,0.997703,0.00,0.00,NET30,OPEN,Cloud infrastructure services,PO62645,c.smith@company.com,2024-12-02,2024-11-28 07:25:48,2024-12-02 07:42:59
INV000230,V0184,V0184-8577,2024-11-30,2024-12-02,2024-12-30,6003,CC900,GBP,79975.57,103086.59,1.288976,0.00,0.00,NET30_EOM,PAID,Monthly software license fee,,c.smith@company.com,2024-12-08,2024-12-02 13:28:41,2024-12-08 10:56:34
INV000231,V0198,V0198-86463,2024-06-24,2024-06-29,2024-07-24,6000,CC500,USD,1087.60,1099.58,1.011016,0.00,0.00,NET30,PAID,Shipping and logistics,,c.smith@company.com,2024-07-04,2024-06-29 15:18:13,2024-07-04 08:32:35
INV000232,V0112,V0112-84320,2022-11-24,2022-11-24,2023-01-08,2001,CC900,USD,17355.67,17419.89,1.003700,1539.58,0.00,NET45,PAID,Janitorial and facilities services,PO17857,f.williams@company.com,2022-11-27,2022-11-24 17:32:22,2022-11-27 08:03:48
INV000233,V0042,V0042-59816,2023-09-03,2023-09-07,2023-10-03,6016,CC600,USD,181.29,180.12,0.993559,0.00,0.00,NET30,OPEN,Legal services - September retainer,PO97414,c.smith@company.com,2023-09-13,2023-09-07 13:33:47,2023-09-13 10:06:20
INV000234,V0063,V0063-48352,2024-07-19,2024-07-19,2024-09-02,5003,CC501,USD,5441.63,5513.12,1.013138,0.00,0.00,NET45,OPEN,Equipment lease payment,PO20233,f.williams@company.com,2024-07-25,2024-07-19 15:25:37,2024-07-25 15:33:49
INV000235,V0086,V0086-77585,2024-10-18,2024-10-23,2024-11-17,6003,CC600,USD,184592.21,185987.91,1.007561,15983.07,3691.84,2_10_NET30,PAID,Maintenance and support contract,PO26662,h.davis@company.com,2024-10-29,2024-10-23 14:08:45,2024-10-29 15:55:33
INV000236,V0069,V0069-60694,2024-08-27,2024-08-27,2024-09-26,6017,CC900,CHF,1528.51,1702.98,1.114146,122.40,0.00,NET30,PAID,Hardware equipment purchase,PO84942,e.garcia@company.com,2024-08-28,2024-08-27 15:09:07,2024-08-28 12:19:23
INV000237,V0153,V0153-4667,2022-10-20,2022-10-21,2022-11-19,6018,CC501,USD,140462.90,137926.98,0.981946,0.00,0.00,EOM,PAID,Maintenance and support contract,,h.davis@company.com,2022-10-22,2022-10-21 08:35:22,2022-10-22 08:55:02
INV000238,V0183,V0183-41593,2025-03-04,2025-03-07,2025-04-03,6024,CC500,CAD,79636.00,58872.27,0.739267,0.00,1592.72,2_10_NET30,PAID,Janitorial and facilities services,PO68973,h.davis@company.com,2025-03-09,2025-03-07 18:20:05,2025-03-09 16:42:39
INV000239,V0077,V0077-52825,2023-11-26,2023-11-30,2024-02-24,2005,CC600,ZAR,64962.96,3541.13,0.054510,0.00,0.00,NET90,OPEN,Temporary staffing services,PO50481,b.patel@company.com,2023-12-06,2023-11-30 15:05:12,2023-12-06 16:34:36
INV000240,V0182,V0182-69387,2023-01-23,2023-01-26,2023-03-24,6006,CC100,USD,172013.52,169400.81,0.984811,0.00,1720.14,1_10_NET60,PAID,Office supplies and materials,,d.johnson@company.com,2023-02-02,2023-01-26 18:53:56,2023-02-02 16:28:05
INV000241,V0194,V0194-42999,2024-04-02,2024-04-06,2024-05-17,2005,CC100,USD,147.05,146.11,0.993598,0.00,0.00,NET45,PAID,Shipping and logistics,PO25026,b.patel@company.com,2024-04-11,2024-04-06 09:18:09,2024-04-11 09:16:49
INV000242,V0099,V0099-54382,2022-12-13,2022-12-13,2023-01-12,6011,CC401,USD,78151.33,77155.53,0.987258,0.00,0.00,IMMEDIATE,PARTIAL,Utilities - December,PO52495,e.garcia@company.com,2022-12-17,2022-12-13 08:03:12,2022-12-17 10:48:38
INV000243,V0155,V0155-67666,2024-10-30,2024-11-02,2024-12-29,7002,CC300,USD,39156.79,38468.61,0.982425,2754.83,0.00,NET60,VOID,Monthly software license fee,PO40636,a.chen@company.com,2024-11-05,2024-11-02 15:37:43,2024-11-05 08:15:48
INV000244,V0043,V0043-40926,2025-03-09,2025-03-12,2025-06-07,6004,CC800,USD,214967.64,212417.69,0.988138,0.00,0.00,NET90,OVERDUE,Staffing services - contract labor,PO65542,h.davis@company.com,2025-03-13,2025-03-12 07:52:29,2025-03-13 16:18:41
INV000245,V0001,V0001-8887,2024-09-14,2024-09-16,2024-10-14,6010,CC500,USD,115550.08,117857.62,1.019970,0.00,2311.00,2_10_NET30,PAID,Professional services - Q3 engagement,PO80004,b.patel@company.com,2024-09-19,2024-09-16 08:25:44,2024-09-19 08:53:08
INV000246,V0091,V0091-57618,2023-03-08,2023-03-12,2023-04-07,6007,CC401,USD,18310.74,18591.94,1.015357,1497.06,0.00,NET30,PAID,Office supplies and materials,PO52157,f.williams@company.com,2023-03-14,2023-03-12 14:38:21,2023-03-14 07:58:44
INV000247,V0001,V0001-80794,2024-09-02,2024-09-02,2024-10-02,6024,CC201,USD,141065.61,140575.69,0.996527,12013.85,2821.31,2_10_NET30,PAID,Security services - September,PO95078,b.patel@company.com,2024-09-07,2024-09-02 07:57:53,2024-09-07 17:28:43
INV000248,V0122,V0122-79815,2024-01-04,2024-01-07,2024-02-18,5004,CC100,USD,29013.35,28577.89,0.984991,0.00,0.00,NET45,PAID,Staffing services - contract labor,,e.garcia@company.com,2024-01-13,2024-01-07 18:22:12,2024-01-13 08:52:39
INV000249,V0073,V0073-31704,2024-10-08,2024-10-10,2024-11-07,2003,CC700,CAD,76786.41,57741.31,0.751973,0.00,767.86,1_10_NET30,VOID,Shipping and logistics,PO46352,h.davis@company.com,2024-10-12,2024-10-10 15:12:42,2024-10-12 18:36:43
INV000250,V0181,V0181-24006,2022-05-14,2022-05-18,2022-08-12,5002,CC111,EUR,169501.41,181168.36,1.068831,0.00,0.00,NET90,PAID,Marketing services - May campaign,,a.chen@company.com,2022-05-24,2022-05-18 17:34:39,2022-05-24 11:43:35
INV000251,V0001,V0001-56982,2022-04-17,2022-04-19,2022-05-17,6003,CC501,USD,71320.03,70675.37,0.990961,0.00,1426.40,2_10_NET30,PAID,Janitorial and facilities services,,d.johnson@company.com,2022-04-20,2022-04-19 11:58:26,2022-04-20 15:28:20
INV000252,V0063,V0063-44870,2022-06-17,2022-06-21,2022-08-01,6020,CC211,USD,34544.69,35205.32,1.019124,0.00,0.00,NET45,PAID,Marketing services - June campaign,PO50737,b.patel@company.com,2022-06-27,2022-06-21 17:06:01,2022-06-27 14:27:51
INV000253,V0108,V0108-33821,2023-05-22,2023-05-22,2023-07-06,6005,CC401,NZD,11058.99,6891.74,0.623180,0.00,0.00,NET45,PAID,Cloud infrastructure services,,h.davis@company.com,2023-05-29,2023-05-22 08:40:28,2023-05-29 16:07:05
INV000254,V0009,V0009-50465,2023-10-04,2023-10-09,2023-11-18,2009,CC200,USD,10431.35,10248.59,0.982480,550.14,0.00,NET45,PAID,Cloud infrastructure services,PO17312,a.chen@company.com,2023-10-12,2023-10-09 13:25:06,2023-10-12 16:48:26
INV000255,V0191,V0191-87471,2022-01-22,2022-01-25,2022-02-21,6001,CC501,USD,1244.88,1263.80,1.015198,0.00,0.00,NET30,PAID,Subscription renewal - annual,PO87045,d.johnson@company.com,2022-01-26,2022-01-25 08:00:38,2022-01-26 18:04:37
INV000256,V0063,V0063-76132,2022-09-16,2022-09-21,2022-10-31,6007,CC402,USD,80668.66,80413.75,0.996840,0.00,0.00,NET45,PAID,Consulting fees - September project,,a.chen@company.com,2022-09-23,2022-09-21 11:37:27,2022-09-23 15:41:48
INV000257,V0186,V0186-71928,2022-10-26,2022-10-27,2022-11-05,6005,CC999,USD,28849.75,28668.46,0.993716,0.00,0.00,NET10,PAID,Professional services - Q4 engagement,PO83328,a.chen@company.com,2022-10-31,2022-10-27 12:12:12,2022-10-31 17:58:12
INV000258,V0112,V0112-25819,2024-09-01,2024-09-06,2024-10-16,6014,CC600,USD,25226.73,25327.38,1.003990,0.00,0.00,NET45,PAID,Software development services,PO53072,c.smith@company.com,2024-09-07,2024-09-06 14:56:50,2024-09-07 07:31:14
INV000259,V0164,V0164-30232,2023-04-17,2023-04-20,2023-06-01,6011,CC211,AUD,91470.99,59867.40,0.654496,8299.40,0.00,NET45,PAID,Marketing services - April campaign,PO10881,f.williams@company.com,2023-04-21,2023-04-20 08:22:01,2023-04-21 15:07:09
INV000260,V0063,V0063-83750,2025-04-14,2025-04-16,2025-05-29,2005,CC100,USD,20980.15,20727.65,0.987965,0.00,0.00,NET45,PAID,Maintenance and support contract,PO82680,d.johnson@company.com,2025-04-18,2025-04-16 10:01:11,2025-04-18 11:58:06
INV000261,V0047,V0047-50666,2022-08-16,2022-08-18,2022-09-15,6025,CC400,USD,28930.04,28879.35,0.998248,0.00,0.00,NET30_EOM,PAID,Janitorial and facilities services,,g.brown@company.com,2022-08-24,2022-08-18 08:07:09,2022-08-24 09:50:12
INV000262,V0122,V0122-92010,2024-02-06,2024-02-08,2024-03-22,6010,CC211,USD,90066.67,91583.48,1.016841,0.00,0.00,NET45,PAID,Consulting fees - February project,PO16980,e.garcia@company.com,2024-02-15,2024-02-08 09:54:32,2024-02-15 16:56:31
INV000263,V0027,V0027-62691,2025-06-13,2025-06-13,2025-07-28,5003,CC500,USD,554.97,560.55,1.010052,41.88,0.00,NET45,PARTIAL,Janitorial and facilities services,PO52182,f.williams@company.com,2025-06-18,2025-06-13 18:30:45,2025-06-18 14:30:17
INV000264,V0186,V0186-86162,2022-03-16,2022-03-17,2022-03-26,5006,CC210,USD,16785.53,16753.35,0.998083,1022.74,0.00,NET10,OPEN,Shipping and logistics,PO59034,e.garcia@company.com,2022-03-22,2022-03-17 08:08:48,2022-03-22 08:18:28
INV000265,V0076,V0076-77541,2022-03-26,2022-03-29,2022-05-10,6007,CC401,HKD,39476.00,5038.01,0.127622,2780.99,0.00,NET45,PARTIAL,Utilities - March,PO13239,c.smith@company.com,2022-04-02,2022-03-29 10:16:41,2022-04-02 08:22:57
INV000266,V0157,V0157-68212,2025-01-24,2025-01-29,2025-03-10,5000,CC300,USD,1134.52,1153.88,1.017064,0.00,0.00,NET45,PAID,Security services - January,PO35774,f.williams@company.com,2025-02-01,2025-01-29 11:47:52,2025-02-01 17:54:17
INV000267,V0193,V0193-19070,2025-01-17,2025-01-19,2025-02-01,2000,CC400,USD,26690.32,26457.42,0.991274,2664.82,0.00,NET15,PAID,Temporary staffing services,,a.chen@company.com,2025-01-23,2025-01-19 17:32:48,2025-01-23 09:55:25
INV000268,V0068,V0068-63185,2023-04-24,2023-04-28,2023-06-08,6010,CC900,GBP,80191.18,102892.26,1.283087,0.00,0.00,NET45,OVERDUE,Utilities - April,,g.brown@company.com,2023-05-05,2023-04-28 18:26:13,2023-05-05 14:28:54
INV000269,V0121,V0121-19212,2025-03-28,2025-03-29,2025-04-27,5009,CC100,USD,67287.33,67286.79,0.999992,0.00,0.00,NET30,VOID,Training and development services,PO62870,e.garcia@company.com,2025-04-01,2025-03-29 16:01:36,2025-04-01 07:59:08
INV000270,V0107,V0107-75473,2025-05-19,2025-05-23,2025-06-18,6009,CC500,USD,161.35,164.45,1.019207,11.22,0.00,NET30,OPEN,Marketing services - May campaign,PO53101,h.davis@company.com,2025-05-29,2025-05-23 11:05:10,2025-05-29 08:43:35
INV000271,V0193,V0193-65043,2022-02-24,2022-02-25,2022-03-11,5005,CC500,USD,16675.86,16531.66,0.991353,0.00,0.00,NET15,OPEN,Subscription renewal - annual,PO77964,a.chen@company.com,2022-02-27,2022-02-25 12:55:58,2022-02-27 13:25:10
INV000272,V0034,V0034-71313,2024-05-06,2024-05-09,2024-06-05,6016,CC500,USD,125529.52,127814.66,1.018204,0.00,0.00,NET30,PAID,Telecommunications services,PO97135,h.davis@company.com,2024-05-11,2024-05-09 16:36:19,2024-05-11 16:12:32
INV000273,V0146,V0146-37102,2023-02-18,2023-02-18,2023-02-28,1204,CC600,USD,31934.43,31377.46,0.982559,0.00,0.00,NET10,PAID,Temporary staffing services,,h.davis@company.com,2023-02-22,2023-02-18 16:02:47,2023-02-22 08:18:41
INV000274,V0145,V0145-46453,2023-09-02,2023-09-05,2023-10-02,6011,CC201,USD,12466.09,12423.73,0.996602,1008.34,124.66,1_10_NET30,PAID,Subscription renewal - annual,PO96386,c.smith@company.com,2023-09-11,2023-09-05 16:06:25,2023-09-11 18:02:15
INV000275,V0052,V0052-36884,2025-01-06,2025-01-08,2025-03-07,6013,CC111,USD,80168.45,80803.54,1.007922,4879.27,0.00,NET60,PAID,Training and development services,,b.patel@company.com,2025-01-11,2025-01-08 08:48:06,2025-01-11 15:49:49
INV000276,V0144,V0144-22605,2023-06-02,2023-06-03,2023-07-02,6007,CC600,USD,63731.28,62524.78,0.981069,5339.48,0.00,EOM,PAID,Shipping and logistics,PO62342,d.johnson@company.com,2023-06-07,2023-06-03 07:00:16,2023-06-07 08:45:58
INV000277,V0147,V0147-64538,2024-08-02,2024-08-02,2024-09-01,5000,CC211,CAD,36070.72,26920.37,0.746322,0.00,721.41,2_10_NET30,OVERDUE,Maintenance and support contract,PO12367,b.patel@company.com,2024-08-04,2024-08-02 11:07:34,2024-08-04 18:25:10
INV000278,V0005,V0005-89785,2023-07-14,2023-07-15,2023-08-13,6004,CC201,HKD,714.69,90.44,0.126549,0.00,0.00,NET30,PARTIAL,Subscription renewal - annual,PO93203,b.patel@company.com,2023-07-19,2023-07-15 18:19:28,2023-07-19 07:38:00
INV000279,V0122,V0122-27442,2023-05-27,2023-05-29,2023-07-11,6024,CC210,USD,34313.35,33752.50,0.983655,0.00,0.00,NET45,OPEN,Marketing services - May campaign,PO18280,d.johnson@company.com,2023-05-30,2023-05-29 17:10:46,2023-05-30 09:02:26
INV000280,V0106,V0106-43294,2025-02-25,2025-03-02,2025-03-27,5004,CC210,USD,31501.96,32049.24,1.017373,0.00,630.04,2_10_NET30,PARTIAL,Marketing services - February campaign,PO52384,c.smith@company.com,2025-03-03,2025-03-02 13:41:20,2025-03-03 07:24:13
INV000281,V0021,V0021-87240,2023-07-25,2023-07-30,2023-09-23,6011,CC110,USD,2010.54,1975.74,0.982693,130.84,0.00,NET60,PAID,Hardware equipment purchase,,c.smith@company.com,2023-08-02,2023-07-30 08:38:20,2023-08-02 17:44:24
INV000282,V0046,V0046-44522,2022-12-26,2022-12-31,2023-02-24,6017,CC401,USD,7223.56,7361.68,1.019121,0.00,0.00,NET60,VOID,Software development services,,h.davis@company.com,2023-01-04,2022-12-31 15:40:47,2023-01-04 10:32:37
INV000283,V0006,V0006-31488,2022-02-13,2022-02-17,2022-05-14,6017,CC112,USD,83759.01,83118.59,0.992354,0.00,0.00,NET90,OVERDUE,Professional services - Q1 engagement,PO75369,e.garcia@company.com,2022-02-19,2022-02-17 09:24:13,2022-02-19 17:02:15
INV000284,V0154,V0154-59160,2023-11-05,2023-11-06,2023-12-05,5008,CC110,JPY,23758.12,159.32,0.006706,0.00,0.00,NET30,ON_HOLD,Monthly software license fee,PO53420,f.williams@company.com,2023-11-08,2023-11-06 10:34:03,2023-11-08 17:15:51
INV000285,V0073,V0073-80700,2024-02-21,2024-02-25,2024-03-22,5010,CC600,CAD,4273.27,3178.64,0.743842,0.00,42.73,1_10_NET30,PAID,Professional services - Q1 engagement,PO28550,d.johnson@company.com,2024-02-27,2024-02-25 08:11:37,2024-02-27 15:53:50
INV000286,V0061,V0061-67509,2022-06-10,2022-06-13,2022-06-25,6016,CC400,USD,13848.79,13662.75,0.986566,0.00,0.00,NET15,OPEN,Telecommunications services,PO68755,d.johnson@company.com,2022-06-16,2022-06-13 14:05:23,2022-06-16 13:24:10
INV000287,V0136,V0136-67229,2025-06-02,2025-06-07,2025-07-17,6004,CC200,JPY,10163.65,68.97,0.006786,518.25,0.00,NET45,PAID,Training and development services,,e.garcia@company.com,2025-06-12,2025-06-07 15:09:35,2025-06-12 18:11:16
INV000288,V0099,V0099-60454,2023-08-04,2023-08-07,2023-09-03,6009,CC700,USD,9280.23,9121.33,0.982878,0.00,0.00,IMMEDIATE,OPEN,Marketing services - August campaign,PO75627,f.williams@company.com,2023-08-11,2023-08-07 13:59:26,2023-08-11 13:47:23
INV000289,V0099,V0099-85023,2025-04-19,2025-04-19,2025-05-19,6003,CC110,USD,8405.08,8570.65,1.019699,0.00,0.00,IMMEDIATE,PAID,Marketing services - April campaign,,e.garcia@company.com,2025-04-26,2025-04-19 18:22:32,2025-04-26 18:31:40
INV000290,V0019,V0019-86315,2024-02-29,2024-03-03,2024-04-14,6016,CC211,USD,159052.40,158910.68,0.999109,0.00,0.00,NET45,OVERDUE,Consulting fees - February project,PO69699,c.smith@company.com,2024-03-06,2024-03-03 10:38:37,2024-03-06 17:53:10
INV000291,V0031,V0031-85462,2024-02-27,2024-03-01,2024-03-13,6015,CC111,USD,13174.10,13183.86,1.000741,937.30,0.00,NET15,PAID,Office supplies and materials,PO75620,g.brown@company.com,2024-03-06,2024-03-01 11:46:26,2024-03-06 18:55:05
INV000292,V0183,V0183-46140,2022-10-20,2022-10-22,2022-11-19,6017,CC500,CAD,502.40,374.74,0.745891,29.35,10.05,2_10_NET30,PAID,Monthly software license fee,PO64767,g.brown@company.com,2022-10-28,2022-10-22 11:46:27,2022-10-28 09:11:23
INV000293,V0046,V0046-26954,2024-09-23,2024-09-24,2024-11-22,6006,CC112,USD,10814.51,10793.16,0.998026,0.00,0.00,NET60,OVERDUE,Maintenance and support contract,,d.johnson@company.com,2024-09-27,2024-09-24 13:28:40,2024-09-27 16:06:55
INV000294,V0027,V0027-39420,2022-06-25,2022-06-28,2022-08-09,5002,CC111,USD,479.50,476.47,0.993686,0.00,0.00,NET45,PAID,Monthly software license fee,PO10947,a.chen@company.com,2022-06-29,2022-06-28 10:33:50,2022-06-29 07:24:38
INV000295,V0087,V0087-64691,2024-08-27,2024-08-29,2024-10-26,6011,CC401,MXN,14028.04,823.38,0.058695,0.00,0.00,NET60,OPEN,Legal services - August retainer,PO59602,a.chen@company.com,2024-09-01,2024-08-29 12:51:06,2024-09-01 07:29:55
INV000296,V0047,V0047-4365,2025-05-17,2025-05-17,2025-06-16,6023,CC300,USD,87069.57,88640.48,1.018042,5435.48,0.00,NET30_EOM,OPEN,Software development services,PO72285,g.brown@company.com,2025-05-23,2025-05-17 10:00:40,2025-05-23 12:01:40
INV000297,V0015,V0015-97444,2023-10-29,2023-11-03,2023-11-08,6004,CC999,USD,84067.60,84015.56,0.999381,0.00,0.00,NET10,PAID,Training and development services,,h.davis@company.com,2023-11-09,2023-11-03 18:57:06,2023-11-09 18:24:18
